time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-02 00:00:00+00:00,,,7,2
2022-02-03 00:00:00+00:00,,,47,11
2022-02-04 00:00:00+00:00,,,18,5
2022-02-05 00:00:00+00:00,,,7,5
2022-02-06 00:00:00+00:00,2.0,1.0,14,6
2022-02-07 00:00:00+00:00,,,8,7
2022-02-08 00:00:00+00:00,,,1,1
