time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-26 00:00:00+00:00,8,6,30,15
2022-05-27 00:00:00+00:00,1,1,23,15
2022-05-28 00:00:00+00:00,3,3,14,11
2022-05-29 00:00:00+00:00,5,4,44,23
2022-05-30 00:00:00+00:00,7,6,26,15
2022-05-31 00:00:00+00:00,8,7,88,37
2022-06-01 00:00:00+00:00,5,4,38,25
2022-06-02 00:00:00+00:00,7,4,25,15
2022-06-03 00:00:00+00:00,1,1,15,13
2022-06-04 00:00:00+00:00,9,7,33,17
2022-06-05 00:00:00+00:00,1,1,26,11
2022-06-06 00:00:00+00:00,1,1,25,13
2022-06-07 00:00:00+00:00,4,2,9,9
2022-06-08 00:00:00+00:00,6,3,14,12
