time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-19 00:00:00+00:00,4,3,10,5
2022-07-20 00:00:00+00:00,2,2,37,15
2022-07-21 00:00:00+00:00,3,2,5,4
2022-07-22 00:00:00+00:00,2,2,10,8
2022-07-23 00:00:00+00:00,1,1,5,5
2022-07-24 00:00:00+00:00,3,3,8,6
2022-07-25 00:00:00+00:00,3,3,21,12
2022-07-26 00:00:00+00:00,5,4,5,5
2022-07-27 00:00:00+00:00,5,4,18,11
2022-07-28 00:00:00+00:00,4,3,8,7
2022-07-29 00:00:00+00:00,8,3,9,5
2022-07-30 00:00:00+00:00,4,4,8,7
2022-07-31 00:00:00+00:00,1,1,1,1
2022-08-01 00:00:00+00:00,7,6,7,7
