time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-20 00:00:00+00:00,15,12,168,113
2022-05-21 00:00:00+00:00,5,5,59,49
2022-05-22 00:00:00+00:00,8,4,82,47
2022-05-23 00:00:00+00:00,11,8,73,50
2022-05-24 00:00:00+00:00,1,1,43,29
2022-05-25 00:00:00+00:00,7,4,55,35
2022-05-26 00:00:00+00:00,8,6,30,15
2022-05-27 00:00:00+00:00,1,1,23,15
2022-05-28 00:00:00+00:00,3,3,14,11
2022-05-29 00:00:00+00:00,5,4,44,23
2022-05-30 00:00:00+00:00,7,6,26,15
2022-05-31 00:00:00+00:00,8,7,88,37
2022-06-01 00:00:00+00:00,5,4,38,25
2022-06-02 00:00:00+00:00,7,4,23,13
