time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-25 00:00:00+00:00,4.0,3.0,2,2
2022-01-26 00:00:00+00:00,4.0,3.0,31,8
2022-01-27 00:00:00+00:00,2.0,1.0,4,4
2022-01-28 00:00:00+00:00,1.0,1.0,19,4
2022-01-29 00:00:00+00:00,3.0,3.0,12,6
2022-01-30 00:00:00+00:00,,,8,5
2022-01-31 00:00:00+00:00,1.0,1.0,13,5
2022-02-01 00:00:00+00:00,,,5,3
2022-02-02 00:00:00+00:00,2.0,2.0,10,7
2022-02-03 00:00:00+00:00,1.0,1.0,8,6
2022-02-04 00:00:00+00:00,6.0,2.0,5,5
2022-02-05 00:00:00+00:00,2.0,1.0,9,7
2022-02-06 00:00:00+00:00,1.0,1.0,21,8
2022-02-07 00:00:00+00:00,3.0,3.0,33,7
