time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-03 00:00:00+00:00,14,8,38,21
2023-02-04 00:00:00+00:00,6,6,23,15
2023-02-05 00:00:00+00:00,9,8,49,21
2023-02-06 00:00:00+00:00,13,5,52,23
2023-02-07 00:00:00+00:00,14,6,48,22
2023-02-08 00:00:00+00:00,10,5,44,18
2023-02-09 00:00:00+00:00,18,12,57,21
2023-02-10 00:00:00+00:00,11,5,60,32
2023-02-11 00:00:00+00:00,5,5,48,22
2023-02-12 00:00:00+00:00,10,5,49,18
2023-02-13 00:00:00+00:00,12,6,64,32
2023-02-14 00:00:00+00:00,16,9,104,31
2023-02-15 00:00:00+00:00,14,7,59,33
2023-02-16 00:00:00+00:00,18,8,49,27
