url_path,views_total,views_unique
/tom-doerr/codex-readme,161,131
/tom-doerr/codex-readme/blob/main/codex_readme.py,23,21
/tom-doerr/codex-readme/blob/main/requirements.txt,10,9
/tom-doerr/codex-readme/blob/main/setup.py,8,7
/tom-doerr/codex-readme/issues,6,4
/tom-doerr/codex-readme/issues/1,5,5
/tom-doerr/codex-readme/blob/main/README.md,4,4
/tom-doerr/codex-readme/blob/main/.gitignore,2,2
/tom-doerr/codex-readme/blob/main/LICENSE,2,2
/tom-doerr/codex-readme/commit/4528cab2b7bbcd2c8c2dc714516255defa66c859,2,2
