time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-29 00:00:00+00:00,,,10,4
2022-04-30 00:00:00+00:00,1.0,1.0,14,5
2022-05-01 00:00:00+00:00,1.0,1.0,1,1
2022-05-02 00:00:00+00:00,,,6,5
2022-05-03 00:00:00+00:00,1.0,1.0,6,5
2022-05-04 00:00:00+00:00,2.0,1.0,4,4
2022-05-05 00:00:00+00:00,8.0,4.0,17,7
2022-05-06 00:00:00+00:00,,,1,1
2022-05-07 00:00:00+00:00,1.0,1.0,15,6
2022-05-08 00:00:00+00:00,1.0,1.0,4,2
2022-05-10 00:00:00+00:00,,,12,6
2022-05-11 00:00:00+00:00,,,3,3
2022-05-12 00:00:00+00:00,,,1,1
