time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-05 00:00:00+00:00,3.0,2.0,5,4
2022-03-06 00:00:00+00:00,,,9,3
2022-03-07 00:00:00+00:00,,,4,4
2022-03-08 00:00:00+00:00,,,5,5
2022-03-09 00:00:00+00:00,8.0,1.0,4,4
2022-03-10 00:00:00+00:00,,,3,3
2022-03-11 00:00:00+00:00,,,34,4
2022-03-12 00:00:00+00:00,1.0,1.0,5,5
2022-03-13 00:00:00+00:00,,,3,2
2022-03-14 00:00:00+00:00,,,2,2
2022-03-15 00:00:00+00:00,,,11,7
2022-03-16 00:00:00+00:00,6.0,3.0,10,7
2022-03-17 00:00:00+00:00,,,20,12
2022-03-18 00:00:00+00:00,,,7,7
